,Wine_Index,type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,name
1411,1411,white,7.0,0.2,0.34,5.7,0.035,32.0,83.0,0.9928,3.19,0.46,11.5,6,'H& Harilin Unte Grandon Blanc dr Chzég Clans 2022'
1412,1412,white,6.9,0.3,0.33,4.1,0.035,26.0,155.0,0.9925,3.25,0.79,12.3,8,'RSNBrut Ascattid Riesling'
1413,1413,white,8.1,0.29,0.49,7.1,0.042,22.0,124.0,0.9944,3.14,0.41,10.8,6,'VQA'
1414,1414,white,5.8,0.17,0.3,1.4,0.037,55.0,130.0,0.9909,3.29,0.38,11.3,6,'I#Cá 2021'
1415,1415,white,5.9,0.415,0.02,0.8,0.038,22.0,63.0,0.9932,3.36,0.36,9.3,5,'Röy Maup Samalsor Blanc 2022'
1416,1416,white,6.6,0.23,0.26,1.3,0.045,16.0,128.0,0.9934,3.36,0.6,10.0,6,'Usou'
1417,1417,white,8.6,0.55,0.35,15.55,0.057,35.5,366.5,1.0001,3.04,0.63,11.0,3,'Chéten Wizg Sferkling Sauvignon Blanc 2019'
1418,1418,white,6.9,0.35,0.74,1.0,0.044,18.0,132.0,0.992,3.13,0.55,10.2,5,'Udgnon Ruses Blacc Ge Britio QO20'
1419,1419,white,7.6,0.14,0.74,1.6,0.04,27.0,103.0,0.9916,3.07,0.4,10.8,7,'Eklang Riesling VQA'
1420,1420,white,9.2,0.28,0.49,11.8,0.042,29.0,137.0,0.998,3.1,0.34,10.1,4,'Lonnay 2021'
1421,1421,white,6.2,0.18,0.49,4.5,0.047,17.0,90.0,0.9919,3.27,0.37,11.6,6,'T-VMúg 2021'
1422,1422,white,5.3,0.165,0.24,1.1,0.051,25.0,105.0,0.9925,3.32,0.47,9.1,5,'K7r Chardonnay DOC 2022'
1423,1423,white,9.8,0.25,0.74,10.0,0.056,36.0,225.0,0.9977,3.06,0.43,10.0,4,'Kweina DuCaring De La Best'
1424,1424,white,8.1,0.29,0.49,7.1,0.042,22.0,124.0,0.9944,3.14,0.41,10.8,6,'O-Zchard Splaslino 2017'
1425,1425,white,6.8,0.22,0.49,0.9,0.052,26.0,128.0,0.991,3.25,0.35,11.4,6,'QLofiof Chardonnay 2014'
1426,1426,white,7.2,0.22,0.49,1.0,0.045,34.0,140.0,0.99,3.05,0.34,12.7,6,'Axsblicher Sparpein 2021'
1427,1427,white,7.4,0.25,0.49,1.1,0.042,35.0,156.0,0.9917,3.13,0.55,11.3,5,'E'
1428,1428,white,8.2,0.18,0.49,1.1,0.033,28.0,81.0,0.9923,3.0,0.68,10.4,7,'Zînh Costierla Crosec 2020'
1429,1429,white,6.1,0.22,0.49,1.5,0.051,18.0,87.0,0.9928,3.3,0.46,9.6,5,"""Jd'A"""
1430,1430,white,7.0,0.39,0.24,1.0,0.048,8.0,119.0,0.9923,3.0,0.31,10.1,4,'Lem Caullautine Pharkling'
1431,1431,white,6.1,0.22,0.49,1.5,0.051,18.0,87.0,0.9928,3.3,0.46,9.6,5,'Bligron Blancs & Hinst Makiru 2022'
1432,1432,white,6.5,0.36,0.49,2.9,0.03,16.0,94.0,0.9902,3.1,0.49,12.1,7,'C& Singalblims Topinoul Leire Gomine 2021'
1433,1433,white,7.1,0.29,0.49,1.2,0.031,32.0,99.0,0.9893,3.07,0.33,12.2,6,'NGIX8'
1434,1434,white,7.4,0.25,0.49,1.1,0.042,35.0,156.0,0.9917,3.13,0.55,11.3,5,'P20'
1435,1435,white,6.9,0.23,0.24,14.2,0.053,19.0,94.0,0.9982,3.17,0.5,9.6,5,'Bles Domuinti-Mchiane'
1436,1436,white,8.5,0.56,0.74,17.85,0.051,51.0,243.0,1.0005,2.99,0.7,9.2,5,'I'
1437,1437,white,8.2,0.18,0.49,1.1,0.033,28.0,81.0,0.9923,3.0,0.68,10.4,7,'Dy-Crum Riezling 2014'
1438,1438,white,6.3,0.23,0.49,7.1,0.05,67.0,210.0,0.9951,3.23,0.34,9.5,5,'I9n-Baurs Stakel & Binh Murrette 2021'
1439,1439,white,6.1,0.25,0.49,7.6,0.052,67.0,226.0,0.9956,3.16,0.47,8.9,5,'Blly-white-wine'
1440,1440,white,7.2,0.26,0.74,13.6,0.05,56.0,162.0,0.998,3.03,0.44,8.8,5,'Rüèrero Chardonnay 2020'
1441,1441,white,7.2,0.31,0.24,1.4,0.057,17.0,117.0,0.9928,3.16,0.35,10.5,5,'FTôtesa 20C20'
1442,1442,white,8.0,0.25,0.49,1.2,0.061,27.0,117.0,0.9938,3.08,0.34,9.4,5,'Qr Chardonnay 2020'
1443,1443,white,7.0,0.18,0.49,5.3,0.04,34.0,125.0,0.9914,3.24,0.4,12.2,6,'Lionge Veligs Bux Cadpertanty 2020'
1444,1444,white,7.8,0.43,0.49,13.0,0.033,37.0,158.0,0.9955,3.14,0.35,11.3,6,'VQA'
1445,1445,white,8.3,0.2,0.74,4.45,0.044,33.0,130.0,0.9924,3.25,0.42,12.2,6,'X50'
1446,1446,white,6.3,0.27,0.49,1.2,0.063,35.0,92.0,0.9911,3.38,0.42,12.2,6,'NPillow Grack Drauot 1e Grigin 2022'
1447,1447,white,7.4,0.16,0.49,1.2,0.055,18.0,150.0,0.9917,3.23,0.47,11.2,6,'Z0Wsioi'
1448,1448,white,7.4,0.16,0.49,1.2,0.055,18.0,150.0,0.9917,3.23,0.47,11.2,6,'EVing Sparkling'
1449,1449,white,6.9,0.19,0.49,6.6,0.036,49.0,172.0,0.9932,3.2,0.27,11.5,6,'RPéöl Lay Coselid Seunigh Mier-Prosé'
1450,1450,white,7.8,0.43,0.49,13.0,0.033,37.0,158.0,0.9955,3.14,0.35,11.3,6,'Tquge Bivr Riesling Tewseerd Riesling VQAn'
1451,1451,white,7.2,0.4,0.49,1.1,0.048,11.0,138.0,0.9929,3.01,0.42,9.3,5,'MQâta Dry Sénenea Neble 2011'
1452,1452,white,7.8,0.43,0.49,13.0,0.033,37.0,158.0,0.9955,3.14,0.35,11.3,6,"""JTJères Cha Duas Grande Cauts Hinglo'O Cherdonnay 2"""
1453,1453,white,7.6,0.52,0.49,14.0,0.034,37.0,156.0,0.9958,3.14,0.38,11.8,7,'Iîn Branc 2022'
1454,1454,white,8.3,0.21,0.49,19.8,0.054,50.0,231.0,1.0012,2.99,0.54,9.2,5,'Road Riesling Triges Lestine Vien Clandos Scuman-Fa'
1455,1455,white,6.9,0.34,0.74,11.2,0.069,44.0,150.0,0.9968,3.0,0.81,9.2,5,"""Ungne Couse- ont -Griell's Mariliss Riesling VQA"""
1456,1456,white,6.3,0.27,0.49,1.2,0.063,35.0,92.0,0.9911,3.38,0.42,12.2,6,"""C13s QOgande Les Chablis L'As Vinetaum Fruber & Fie"""
1457,1457,white,8.3,0.2,0.74,4.45,0.044,33.0,130.0,0.9924,3.25,0.42,12.2,6,'Y*38'
1458,1458,white,7.1,0.22,0.74,2.7,0.044,42.0,144.0,0.991,3.31,0.41,12.2,6,'KAHsenzt Riesling Borndog Cerongalongied Acé 2021'
1459,1459,white,7.9,0.11,0.49,4.5,0.048,27.0,133.0,0.9946,3.24,0.42,10.6,6,'Ung Blanc 2022'
1460,1460,white,8.5,0.17,0.74,3.6,0.05,29.0,128.0,0.9928,3.28,0.4,12.4,6,"""Crof'd Schot Riesling VQA"""
1461,1461,white,6.4,0.145,0.49,5.4,0.048,54.0,164.0,0.9946,3.56,0.44,10.8,6,"""Rèdewseaud' Dostri Branc 2020"""
1462,1462,white,7.4,0.16,0.49,1.2,0.055,18.0,150.0,0.9917,3.23,0.47,11.2,6,'PChom Cron 2013'
1463,1463,white,8.3,0.19,0.49,1.2,0.051,11.0,137.0,0.9918,3.06,0.46,11.0,6,'Mpach Mestino Brut & Mils Riesling Trisseck Rieslin'
1464,1464,white,8.0,0.44,0.49,9.1,0.031,46.0,151.0,0.9926,3.16,0.27,12.7,8,'N Fry white-wine 2015'
1465,1465,white,7.0,0.2,0.74,0.8,0.044,19.0,163.0,0.9931,3.46,0.53,10.2,5,'Uy 2019'
1466,1466,white,6.9,0.19,0.49,6.6,0.036,49.0,172.0,0.9932,3.2,0.27,11.5,6,'Nuig Esster Helslitgo VQA'
1467,1467,white,7.1,0.25,0.49,3.0,0.03,30.0,96.0,0.9903,3.13,0.39,12.3,7,'Q058'
1468,1468,white,6.5,0.24,0.24,1.6,0.046,15.0,60.0,0.9928,3.19,0.39,9.8,5,'ZE)0'
1469,1469,white,7.2,0.4,0.49,1.1,0.048,11.0,138.0,0.9929,3.01,0.42,9.3,5,'Jûèrd-Crys de Ponouri Vineyerd Fesjatri Dranic 2018'
1470,1470,white,7.6,0.52,0.49,14.0,0.034,37.0,156.0,0.9958,3.14,0.38,11.8,7,'X2021'
1471,1471,white,7.8,0.43,0.49,13.0,0.033,37.0,158.0,0.9955,3.14,0.35,11.3,6,'Yé Tappevie Rotéerved Yaph Rieslitg'
1472,1472,white,7.8,0.21,0.49,1.35,0.052,6.0,48.0,0.9911,3.15,0.28,11.4,5,'Achien Brut Sppervo Blanc'
1473,1473,white,7.0,0.2,0.49,5.9,0.038,39.0,128.0,0.9938,3.21,0.48,10.8,6,'I*Y88'
1474,1474,white,6.9,0.25,0.24,3.6,0.057,13.0,85.0,0.9942,2.99,0.48,9.5,4,'Ly Tamauivi Chardonnay'
1475,1475,white,7.2,0.08,0.49,1.3,0.05,18.0,148.0,0.9945,3.46,0.44,10.2,6,'Zîng'
1476,1476,white,7.1,0.85,0.49,8.7,0.028,40.0,184.0,0.9962,3.22,0.36,10.7,5,'Hbrange Nabre'
1477,1477,white,7.6,0.51,0.24,1.2,0.04,10.0,104.0,0.992,3.05,0.29,10.8,6,'CKäthamien Noton Riss 2022'
1478,1478,white,7.9,0.22,0.24,4.6,0.044,39.0,159.0,0.9927,2.99,0.28,11.5,6,'K Spantewurati 2022'
1479,1479,white,7.7,0.16,0.49,2.0,0.056,20.0,124.0,0.9948,3.32,0.49,10.7,6,'QQ'
1480,1480,white,7.2,0.08,0.49,1.3,0.05,18.0,148.0,0.9945,3.46,0.44,10.2,6,'Nthiestow Sauvigen Befteg Gründe VQA'
1481,1481,white,6.6,0.25,0.24,1.7,0.048,26.0,124.0,0.9942,3.37,0.6,10.1,6,'Lêne De Cramion Chardonnay 2017'
1482,1482,white,6.7,0.16,0.49,2.4,0.046,57.0,187.0,0.9952,3.62,0.81,10.4,6,'Léembre Sparkling 2021'
1483,1483,white,6.9,0.25,0.24,3.6,0.057,13.0,85.0,0.9942,2.99,0.48,9.5,4,'Ad Treep Monbris 2021'
1484,1484,white,7.5,0.32,0.24,4.6,0.053,8.0,134.0,0.9958,3.14,0.5,9.1,3,'C Sèrtetril De Buinne AA'
1485,1485,white,7.4,0.28,0.49,1.5,0.034,20.0,126.0,0.9918,2.98,0.39,10.6,6,"'Q, Curmsie Sauvignon Blanc 2021'"
1486,1486,white,6.2,0.15,0.49,0.9,0.033,17.0,51.0,0.9932,3.3,0.7,9.4,6,'Côxty IPfle Brande 2022'
1487,1487,white,6.7,0.25,0.74,19.4,0.054,44.0,169.0,1.0004,3.51,0.45,9.8,6,'Léwurichof Pomalico 2020'
1488,1488,white,6.5,0.26,0.74,13.3,0.044,68.0,224.0,0.9972,3.18,0.54,9.5,6,'GSalk'
1489,1489,white,7.9,0.16,0.74,17.85,0.037,52.0,187.0,0.9998,2.99,0.41,9.3,5,'GKwint-wine VQA'
1490,1490,white,5.6,0.185,0.49,1.1,0.03,28.0,117.0,0.9918,3.55,0.45,10.3,6,'Enrauver Orepties de Blancod White VQA'
1491,1491,white,7.5,0.2,0.49,1.3,0.031,8.0,97.0,0.9918,3.06,0.62,11.1,5,'Hrebie Chardonnay 2020'
1492,1492,white,8.0,0.3,0.49,9.4,0.046,47.0,188.0,0.9964,3.14,0.48,10.0,5,'IG5919'
1493,1493,white,8.0,0.34,0.49,9.0,0.033,39.0,180.0,0.9936,3.13,0.38,12.3,8,'Z9white Egbre Bivel Orga Brut woies Griginay VQA'
1494,1494,white,7.7,0.35,0.49,8.65,0.033,42.0,186.0,0.9931,3.14,0.38,12.4,8,'Brizi 2021'
1495,1495,white,7.6,0.29,0.49,9.6,0.03,45.0,197.0,0.9938,3.13,0.38,12.3,7,'E9'
1496,1496,white,6.7,0.62,0.24,1.1,0.039,6.0,62.0,0.9934,3.41,0.32,10.4,5,'YMTra Survigno VQA'
1497,1497,white,6.8,0.27,0.49,1.2,0.044,35.0,126.0,0.99,3.13,0.48,12.1,7,'Asz Reedrve Cré Vaudsing'
1498,1498,white,7.7,0.27,0.49,1.8,0.041,23.0,86.0,0.9914,3.16,0.42,12.5,6,'G'
1499,1499,white,6.7,0.51,0.24,2.1,0.043,14.0,155.0,0.9904,3.22,0.6,13.0,6,'Jôe'
1500,1500,white,7.4,0.19,0.49,9.3,0.03,26.0,132.0,0.994,2.99,0.32,11.0,7,'MRoés 2018'
1501,1501,white,8.3,0.2,0.49,1.7,0.04,34.0,169.0,0.9938,3.05,0.37,10.1,5,'K9O98'
1502,1502,white,6.6,0.3,0.24,1.2,0.034,17.0,121.0,0.9933,3.13,0.36,9.2,5,'Ds'
1503,1503,white,6.8,0.36,0.24,4.6,0.039,24.0,124.0,0.9909,3.27,0.34,12.6,7,'Oö)k Mablit Afpra Graic 2021'
1504,1504,white,7.0,0.17,0.74,12.8,0.045,24.0,126.0,0.9942,3.26,0.38,12.2,8,'Ygels Asp de Gobria Setard Côney de Diwines Feiesé '
1505,1505,white,9.2,0.18,0.49,1.5,0.041,39.0,130.0,0.9945,3.04,0.49,9.8,7,'Unnay Sauvigion Brut'
1506,1506,white,8.1,0.2,0.49,8.1,0.051,51.0,205.0,0.9954,3.1,0.52,11.0,6,'DPçone 2019'
1507,1507,white,7.8,0.26,0.74,7.5,0.044,59.0,160.0,0.996,3.22,0.64,10.0,6,'Aschat'
1508,1508,white,6.8,0.21,0.49,14.5,0.06,50.0,170.0,0.9991,3.55,0.44,9.8,6,'Uwhe Poncay Cuvée Roise aussey Extra Arty White 202'
1509,1509,white,7.9,0.2,0.49,1.6,0.053,15.0,144.0,0.993,3.16,0.47,10.5,5,'Haji 2021'
1510,1510,white,8.0,0.18,0.49,1.8,0.061,10.0,145.0,0.9942,3.23,0.48,10.0,5,'RQqunden Veenetiaud Chardonnay 2O20'
1511,1511,white,8.8,0.23,0.74,3.2,0.042,15.0,126.0,0.9934,3.02,0.51,11.2,6,'OÄd Siarvignen Blanc'
1512,1512,white,7.3,0.22,0.49,9.4,0.034,29.0,134.0,0.9939,2.99,0.32,11.0,7,'Exr Whili-Vigelty 2021'
1513,1513,white,7.3,0.22,0.49,9.9,0.031,48.0,161.0,0.9937,3.01,0.28,11.2,6,'KFDóndy'
1514,1514,white,7.4,0.19,0.49,9.3,0.03,26.0,132.0,0.994,2.99,0.32,11.0,7,'Angano 20C19'
1515,1515,white,7.3,0.155,0.49,1.3,0.039,34.0,136.0,0.9926,3.14,0.77,10.5,6,'ZCre Côney AOn Blanes Masstot Lelle uviblis Sauvign'
1516,1516,white,8.2,0.22,0.49,9.6,0.037,53.0,154.0,0.9951,3.02,0.33,10.6,6,'LíBlad Blanc'
1517,1517,white,8.2,0.24,0.49,9.3,0.038,52.0,163.0,0.9952,3.02,0.33,10.6,6,'VQ19'
1518,1518,white,8.4,0.23,0.49,7.8,0.035,22.0,95.0,0.9935,3.04,0.34,12.0,6,'Món Séerveringna'
1519,1519,white,8.3,0.2,0.49,1.7,0.04,34.0,169.0,0.9938,3.05,0.37,10.1,5,'VQ208'
1520,1520,white,8.3,0.2,0.49,1.7,0.038,38.0,167.0,0.9939,3.05,0.37,10.1,6,'Bellis Prusentere Crutadi 2020'
1521,1521,white,6.6,0.3,0.24,1.2,0.034,17.0,121.0,0.9933,3.13,0.36,9.2,5,'C22'
1522,1522,white,6.9,0.21,0.49,1.4,0.041,15.0,164.0,0.9927,3.25,0.63,11.0,5,'Yx Mmeck Spard Chat Vily Vile 2018'
1523,1523,white,8.0,0.25,0.49,9.0,0.044,31.0,185.0,0.998,3.34,0.49,10.0,6,'MBarver Do Bigner Viener 2017 Sunchaningrier Doy Co'
1524,1524,white,6.6,0.21,0.49,18.15,0.042,41.0,158.0,0.9997,3.28,0.39,8.7,6,'QÖYSünon-Luing 2021'
1525,1525,white,7.2,0.27,0.74,12.5,0.037,47.0,156.0,0.9981,3.04,0.44,8.7,5,'IçGont Organit Chitent 2121'
1526,1526,white,14.2,0.27,0.49,1.1,0.037,33.0,156.0,0.992,3.15,0.54,11.1,6,'Ix'
1527,1527,white,7.9,0.28,0.49,7.7,0.045,48.0,195.0,0.9954,3.04,0.55,11.0,6,'Blans dak Classine 2022'
1528,1528,white,7.4,0.27,0.49,1.1,0.037,33.0,156.0,0.992,3.15,0.54,11.1,6,'Vileuttau 2019'
1529,1529,white,6.6,0.21,0.49,18.15,0.042,41.0,158.0,0.9997,3.28,0.39,8.7,6,'E0k Bot Rouillbre Pinat-Grigio Ilvagne Résé VQA'
1530,1530,white,7.2,0.27,0.74,12.5,0.037,47.0,156.0,0.9981,3.04,0.44,8.7,5,'Nüntad Vimüs Cekling & Cahisthom Siand Chardonnay 2'
1531,1531,white,8.1,0.3,0.49,8.1,0.037,26.0,174.0,0.9943,3.1,0.3,11.2,7,'VDo'
1532,1532,white,7.5,0.23,0.49,7.7,0.049,61.0,209.0,0.9941,3.14,0.3,11.1,7,'P44û'
1533,1533,white,7.3,0.26,0.49,5.0,0.028,32.0,107.0,0.9936,3.24,0.54,10.8,6,'Vét Rasé Brute Reserve Rosé Spotrisignon Brug'
1534,1534,white,7.1,0.18,0.74,15.6,0.044,44.0,176.0,0.9996,3.38,0.67,9.0,6,'W Vineyard Vinerde Collintumard Bruve Sparkling'
1535,1535,white,8.5,0.15,0.49,1.5,0.031,17.0,122.0,0.9932,3.03,0.4,10.3,6,'QQA'
1536,1536,white,8.9,0.13,0.49,1.0,0.028,6.0,24.0,0.9926,2.91,0.32,9.9,5,'Tvesée 2021'
1537,1537,white,8.1,0.28,0.49,1.0,0.04,32.0,148.0,0.9936,3.13,0.41,10.0,6,'Spbark Thire white Do Vineyaras do Chardonnay VQA'
1538,1538,white,6.0,0.17,0.49,1.0,0.034,26.0,106.0,0.992,3.21,0.42,9.8,6,'Drá Capa de Wits Mailig VQA'
1539,1539,white,7.3,0.26,0.49,5.0,0.028,32.0,107.0,0.9936,3.24,0.54,10.8,6,'Pbontamfirg Restlise 2018'
1540,1540,white,7.1,0.18,0.74,15.6,0.044,44.0,176.0,0.9996,3.38,0.67,9.0,6,'DI(Äàancer Chardonnay 2019'
1541,1541,white,7.1,0.53,0.24,0.8,0.029,29.0,86.0,0.993,3.16,0.32,9.1,4,'AÄgeriz 2022'
1542,1542,white,7.2,0.16,0.49,1.3,0.037,27.0,104.0,0.9924,3.23,0.57,10.6,6,'Snozard 2018'
1543,1543,white,7.3,0.14,0.49,1.1,0.038,28.0,99.0,0.9928,3.2,0.72,10.6,6,'CG Nellete Chamion Blanc 2021'
1544,1544,white,8.9,0.13,0.49,1.0,0.028,6.0,24.0,0.9926,2.91,0.32,9.9,5,'NSardonnay 2022'
1545,1545,white,7.9,0.12,0.49,5.2,0.049,33.0,152.0,0.9952,3.18,0.47,10.6,6,'C& Resanza Pinet Gringo Élanetine'
1546,1546,white,6.7,0.29,0.49,4.7,0.034,35.0,156.0,0.9945,3.13,0.45,9.9,6,"""VZ'& Breteni/Vineyards MOccque Chardonnay"""
1547,1547,white,6.7,0.3,0.49,4.8,0.034,36.0,158.0,0.9945,3.12,0.45,9.9,6,'Wuve Brut Parmiztherdinin Blanc'
1548,1548,white,7.1,0.36,0.24,1.8,0.025,32.0,102.0,0.9903,3.34,0.59,12.8,6,'Unt'
1549,1549,white,8.5,0.15,0.49,1.5,0.031,17.0,122.0,0.9932,3.03,0.4,10.3,6,'Nevallian Pils Grani'
1550,1550,white,7.9,0.18,0.49,5.2,0.051,36.0,157.0,0.9953,3.18,0.48,10.6,6,'HGre 2021'
1551,1551,white,6.6,0.19,0.99,1.2,0.122,45.0,129.0,0.9936,3.09,0.31,8.7,6,'Whabei Cascaidiny 2021'
1552,1552,white,7.3,0.21,0.49,1.8,0.038,44.0,152.0,0.9912,3.32,0.44,12.6,7,'ThVarksing 2021'
1553,1553,white,6.9,0.3,0.49,7.6,0.057,25.0,156.0,0.9962,3.43,0.63,11.0,7,'N& Jasou Rese Ext IG Frosignay And Vellines 2021'
1554,1554,white,7.9,0.42,0.49,8.2,0.056,32.0,164.0,0.9965,3.29,0.6,11.2,7,'Wyl Cuvre Riesling Spervenine'
1555,1555,white,6.9,0.24,0.49,1.3,0.032,35.0,148.0,0.9932,3.45,0.57,10.7,7,'Whbriena 2001'
1556,1556,white,7.6,0.23,0.49,10.0,0.036,45.0,182.0,0.9967,3.08,0.58,9.6,6,"""Pçott Chand Catia'"""
1557,1557,white,7.9,0.18,0.49,5.2,0.051,36.0,157.0,0.9953,3.18,0.48,10.6,6,'TÉêgne'
1558,1558,white,6.2,0.43,0.49,6.4,0.045,12.0,115.0,0.9963,3.27,0.57,9.0,4,'G4ÉLt Sauvignon Blanc VQA'
1559,1559,white,8.8,0.35,0.49,1.0,0.036,14.0,56.0,0.992,2.96,0.33,10.5,4,'A#9Q'
1560,1560,white,7.8,0.3,0.74,1.8,0.033,33.0,156.0,0.991,3.29,0.52,12.8,6,'Kã/Jounstave Caperiniau Reger-Caielre Vinesa 2020'
1561,1561,white,9.1,0.28,0.49,2.0,0.059,10.0,112.0,0.9958,3.15,0.46,10.1,5,'Jhére Deys Batr Chardonnay 2019'
1562,1562,white,7.1,0.34,0.49,1.5,0.027,26.0,126.0,0.99,3.3,0.33,12.2,7,'A/Macs Orgaint Chaldonnay 2021'
1563,1563,white,7.8,0.3,0.74,1.8,0.033,33.0,156.0,0.991,3.29,0.52,12.8,6,'M101'
1564,1564,white,9.1,0.28,0.49,2.0,0.059,10.0,112.0,0.9958,3.15,0.46,10.1,5,'U!y Stocksonne Herel Virge Grock Grisiti-Wine Ixp V'
1565,1565,white,8.5,0.19,0.49,3.5,0.044,29.0,117.0,0.9938,3.14,0.51,10.1,6,'Jshine Cottiner-wine 2020'
1566,1566,white,7.6,0.18,0.49,18.05,0.046,36.0,158.0,0.9996,3.06,0.41,9.2,5,'P5'
1567,1567,white,7.5,0.19,0.49,1.8,0.055,19.0,110.0,0.9946,3.33,0.44,9.9,5,'Jdunee Inet Grigio 2022'
1568,1568,white,7.4,0.3,0.49,8.2,0.055,49.0,188.0,0.9974,3.52,0.58,9.7,6,'EV19'
1569,1569,white,6.7,0.3,0.74,5.0,0.038,35.0,157.0,0.9945,3.21,0.46,9.9,5,'ZQdh Eltant Vele Spirkling 2021'
1570,1570,white,6.6,0.3,0.74,4.6,0.041,36.0,159.0,0.9946,3.21,0.45,9.9,5,'Q20'
1571,1571,white,7.4,0.3,0.49,8.2,0.055,49.0,188.0,0.9974,3.52,0.58,9.7,6,'Rous 2022'
1572,1572,white,6.9,0.22,0.49,7.0,0.063,50.0,168.0,0.9957,3.54,0.5,10.3,6,'On Saupionn'
1573,1573,white,7.8,0.26,0.49,3.1,0.045,21.0,116.0,0.9931,3.16,0.35,10.3,5,'T7 Jharken De Cranzt Grande Chardonnay Nascite Keru'
1574,1574,white,8.5,0.17,0.49,8.8,0.048,23.0,108.0,0.9947,2.88,0.34,10.5,4,"'Oû, C3phalle Viersridgnon Branc 2022'"
1575,1575,white,6.8,0.17,0.74,2.4,0.053,61.0,182.0,0.9953,3.63,0.76,10.5,6,'UW de Byancer Vindy Réesling 2019'
1576,1576,white,6.2,0.27,0.49,1.4,0.05,20.0,74.0,0.9931,3.32,0.44,9.8,6,'Fyr Vayninrz 2020'
1577,1577,white,7.1,0.64,0.49,1.8,0.05,17.0,128.0,0.9946,3.31,0.58,10.6,4,"""Rzart's Biard Chardonnay 2021"""
1578,1578,white,6.4,0.18,0.74,11.9,0.046,54.0,168.0,0.9978,3.58,0.68,10.1,5,'Charrine 2018'
1579,1579,white,7.6,0.31,0.49,13.4,0.062,50.0,191.0,0.9989,3.22,0.53,9.0,4,'ELmajie Velly Nfita Perrec 2022'
1580,1580,white,9.8,0.31,0.49,15.4,0.046,13.0,119.0,1.0004,3.18,0.45,9.5,5,'MQA'
1581,1581,white,9.0,0.3,0.49,7.2,0.039,32.0,84.0,0.9938,2.94,0.32,11.5,6,'Q488'
1582,1582,white,8.4,0.24,0.49,7.4,0.039,46.0,108.0,0.9934,3.03,0.33,11.9,7,'Fint Romé white-wine 2014'
1583,1583,white,6.4,0.18,0.74,11.9,0.046,54.0,168.0,0.9978,3.58,0.68,10.1,5,'S)9'
1584,1584,white,6.4,0.25,0.74,7.8,0.045,52.0,209.0,0.9956,3.21,0.42,9.2,6,'Pinder Vinerys 2022'
1585,1585,white,7.3,0.3,0.74,13.5,0.039,46.0,165.0,0.9982,3.02,0.4,8.7,5,'Unauld Rostine Blenc 2022'
1586,1586,white,9.3,0.31,0.49,1.3,0.042,34.0,147.0,0.9948,3.11,0.46,9.8,5,'Blasce Coproo Trane Veldontich Crus Dr Biand Cherdo'
1587,1587,white,6.4,0.25,0.74,7.8,0.045,52.0,209.0,0.9956,3.21,0.42,9.2,6,'G*3 2020'
1588,1588,white,7.3,0.3,0.74,13.5,0.039,46.0,165.0,0.9982,3.02,0.4,8.7,5,'HRimerine Axälet 2018'
1589,1589,white,7.0,0.27,0.74,1.5,0.036,27.0,122.0,0.9926,3.35,0.48,11.2,6,'Pannay du Moinra Sania Sauvignon Blacc'
1590,1590,white,7.9,0.14,0.74,1.2,0.028,30.0,165.0,0.991,3.08,0.82,12.3,6,'Bren 2021'
1591,1591,white,6.4,0.12,0.49,6.4,0.042,49.0,161.0,0.9945,3.34,0.44,10.4,6,'YTône'
1592,1592,white,6.8,0.21,0.74,1.2,0.047,25.0,111.0,0.9916,3.13,0.41,10.7,6,'YAwsa'
1593,1593,white,8.6,0.16,0.49,7.3,0.043,9.0,63.0,0.9953,3.13,0.59,10.5,6,'J#°l Lashicet Grigio'
1594,1594,white,7.0,0.29,0.49,3.8,0.047,37.0,136.0,0.9938,2.95,0.4,9.4,6,'XGGro Viesly 2021'
1595,1595,white,6.4,0.27,0.49,7.3,0.046,53.0,206.0,0.9956,3.24,0.43,9.2,6,'Bere A'
1596,1596,white,6.6,0.55,0.01,2.7,0.034,56.0,122.0,0.9906,3.15,0.3,11.9,5,'Unray Merreyjies Sèrivignon Blanc 2020'
1597,1597,white,6.4,0.27,0.49,7.3,0.046,53.0,206.0,0.9956,3.24,0.43,9.2,6,'Qquinty Beufsnari White-wine 2008'
1598,1598,white,6.3,0.24,0.74,1.4,0.172,24.0,108.0,0.9932,3.27,0.39,9.9,6,"'FENp, Kiener Churtonnay Boullganine 2iellist Vineov'"
1599,1599,white,6.7,0.33,0.49,1.6,0.167,20.0,94.0,0.9914,3.11,0.5,11.4,6,'Westrie 2019'
1600,1600,white,7.0,0.29,0.49,3.8,0.047,37.0,136.0,0.9938,2.95,0.4,9.4,6,'Ou4Fwine'
1601,1601,white,8.2,0.34,0.49,8.0,0.046,55.0,223.0,0.996,3.08,0.52,10.7,6,'Clob Wine'
1602,1602,white,5.6,0.39,0.24,4.7,0.034,27.0,77.0,0.9906,3.28,0.36,12.7,5,'XFInner Vinharchi Riesling 2022'
1603,1603,white,5.6,0.41,0.24,1.9,0.034,10.0,53.0,0.98815,3.32,0.5,13.5,7,'Rdes Skavi Bracco'
1604,1604,white,6.7,0.41,0.01,2.8,0.048,39.0,137.0,0.9942,3.24,0.35,9.5,5,'Ute Nicorazto'
